CMDLINE /usr/bin/python3 test.py
MEM 57.726562 1627511548.4500
MEM 57.726562 1627511548.5504
MEM 57.726562 1627511548.6507
MEM 57.726562 1627511548.7511
MEM 57.726562 1627511548.8514
MEM 57.726562 1627511548.9518
MEM 57.726562 1627511549.0521
MEM 57.726562 1627511549.1525
MEM 57.726562 1627511549.2528
MEM 57.726562 1627511549.3532
MEM 57.726562 1627511549.4535
MEM 57.726562 1627511549.5539
MEM 57.726562 1627511549.6542
MEM 57.726562 1627511549.7546
MEM 57.726562 1627511549.8549
MEM 57.726562 1627511549.9553
MEM 57.726562 1627511550.0556
MEM 57.726562 1627511550.1560
MEM 59.914062 1627511550.2564
MEM 59.914062 1627511550.3567
MEM 59.914062 1627511550.4571
MEM 59.914062 1627511550.5575
MEM 59.914062 1627511550.6578
MEM 59.914062 1627511550.7582
MEM 56.347656 1627511550.8586
MEM 56.476562 1627511550.9590
MEM 56.476562 1627511551.0593
MEM 56.476562 1627511551.1597
MEM 56.476562 1627511551.2600
MEM 56.476562 1627511551.3604
MEM 56.476562 1627511551.4611
MEM 56.476562 1627511551.5615
MEM 56.476562 1627511551.6618
MEM 56.476562 1627511551.7622
MEM 56.476562 1627511551.8625
MEM 56.476562 1627511551.9629
MEM 56.476562 1627511552.0632
MEM 56.476562 1627511552.1636
MEM 56.476562 1627511552.2639
MEM 56.476562 1627511552.3643
MEM 56.476562 1627511552.4646
MEM 56.476562 1627511552.5650
MEM 56.476562 1627511552.6653
MEM 56.476562 1627511552.7657
MEM 56.476562 1627511552.8661
MEM 56.476562 1627511552.9666
MEM 56.476562 1627511553.0670
MEM 56.476562 1627511553.1673
MEM 56.476562 1627511553.2677
MEM 56.476562 1627511553.3680
MEM 56.476562 1627511553.4684
MEM 56.476562 1627511553.5687
MEM 56.476562 1627511553.6691
MEM 56.476562 1627511553.7694
MEM 56.476562 1627511553.8698
MEM 56.476562 1627511553.9702
MEM 56.476562 1627511554.0706
MEM 56.476562 1627511554.1710
MEM 56.476562 1627511554.2713
MEM 56.476562 1627511554.3717
MEM 56.476562 1627511554.4720
MEM 60.097656 1627511554.5724
MEM 60.097656 1627511554.6727
MEM 60.097656 1627511554.7731
MEM 60.097656 1627511554.8735
MEM 60.097656 1627511554.9738
MEM 60.097656 1627511555.0742
MEM 60.097656 1627511555.1746
MEM 56.597656 1627511555.2750
MEM 56.597656 1627511555.3753
MEM 56.597656 1627511555.4757
MEM 56.597656 1627511555.5760
MEM 56.597656 1627511555.6764
MEM 56.597656 1627511555.7767
MEM 56.597656 1627511555.8771
MEM 56.597656 1627511555.9774
MEM 56.597656 1627511556.0778
MEM 56.597656 1627511556.1781
MEM 56.597656 1627511556.2785
MEM 56.597656 1627511556.3788
MEM 56.597656 1627511556.4792
MEM 56.597656 1627511556.5796
MEM 56.597656 1627511556.6800
MEM 56.597656 1627511556.7803
MEM 56.597656 1627511556.8807
MEM 56.597656 1627511556.9811
MEM 56.597656 1627511557.0814
MEM 56.597656 1627511557.1818
MEM 56.597656 1627511557.2821
MEM 56.597656 1627511557.3825
MEM 56.597656 1627511557.4828
MEM 56.597656 1627511557.5831
MEM 56.597656 1627511557.6834
MEM 56.597656 1627511557.7838
MEM 56.597656 1627511557.8841
MEM 56.597656 1627511557.9845
MEM 56.597656 1627511558.0850
MEM 56.597656 1627511558.1854
MEM 56.597656 1627511558.2858
MEM 56.597656 1627511558.3861
MEM 56.597656 1627511558.4865
MEM 56.597656 1627511558.5868
MEM 56.597656 1627511558.6872
MEM 56.597656 1627511558.7875
MEM 56.597656 1627511558.8879
MEM 56.597656 1627511558.9882
MEM 56.597656 1627511559.0886
MEM 56.597656 1627511559.1889
MEM 56.597656 1627511559.2893
MEM 56.597656 1627511559.3896
MEM 56.597656 1627511559.4900
MEM 56.597656 1627511559.5903
MEM 56.597656 1627511559.6907
MEM 56.597656 1627511559.7911
MEM 56.597656 1627511559.8914
MEM 56.597656 1627511559.9918
MEM 56.597656 1627511560.0921
MEM 56.597656 1627511560.1925
MEM 56.597656 1627511560.2928
MEM 56.597656 1627511560.3932
MEM 56.597656 1627511560.4935
MEM 56.597656 1627511560.5939
MEM 56.597656 1627511560.6942
MEM 56.597656 1627511560.7946
MEM 56.597656 1627511560.8950
MEM 56.597656 1627511560.9953
MEM 56.597656 1627511561.0957
MEM 56.597656 1627511561.1960
MEM 56.597656 1627511561.2964
MEM 56.597656 1627511561.3967
MEM 56.597656 1627511561.4971
MEM 56.597656 1627511561.5974
MEM 56.597656 1627511561.6978
MEM 56.597656 1627511561.7981
MEM 56.597656 1627511561.8985
MEM 56.597656 1627511561.9989
FUNC __main__.function_timer 53.9062 1627511538.0763 55.0078 1627511538.5653 0
FUNC __main__.function_timer 55.0078 1627511538.5655 55.0078 1627511539.3191 0
FUNC __main__.function_timer 55.0078 1627511539.3192 55.0078 1627511540.9669 0
FUNC __main__.function_timer 55.0078 1627511540.9670 55.4727 1627511542.0936 0
FUNC __main__.function_timer 55.4727 1627511542.0938 56.2422 1627511543.7752 0
FUNC __main__.function_timer 56.2422 1627511543.7754 56.4766 1627511547.4830 0
FUNC __main__.function_timer 56.4766 1627511547.4831 57.5977 1627511550.1953 0
FUNC __main__.function_timer 57.5977 1627511550.1955 56.4766 1627511554.5256 0
FUNC __main__.function_timer 56.4766 1627511554.5258 56.5977 1627511562.0913 0
