CMDLINE /usr/bin/python3 test.py
MEM 56.644531 1627511769.6155
MEM 56.644531 1627511769.7158
MEM 56.644531 1627511769.8162
MEM 56.644531 1627511769.9166
MEM 56.644531 1627511770.0169
MEM 56.644531 1627511770.1175
MEM 56.644531 1627511770.2179
MEM 56.644531 1627511770.3183
MEM 56.644531 1627511770.4187
MEM 56.644531 1627511770.5191
MEM 56.644531 1627511770.6194
MEM 56.644531 1627511770.7198
MEM 56.644531 1627511770.8202
MEM 56.644531 1627511770.9205
MEM 56.644531 1627511771.0209
MEM 56.644531 1627511771.1213
MEM 56.644531 1627511771.2216
MEM 56.644531 1627511771.3220
MEM 56.644531 1627511771.4223
MEM 56.644531 1627511771.5227
MEM 56.644531 1627511771.6231
MEM 56.644531 1627511771.7234
MEM 56.644531 1627511771.8238
MEM 56.644531 1627511771.9241
MEM 56.644531 1627511772.0244
MEM 56.644531 1627511772.1248
MEM 56.644531 1627511772.2251
MEM 56.644531 1627511772.3255
MEM 56.644531 1627511772.4258
MEM 56.644531 1627511772.5262
MEM 56.644531 1627511772.6265
MEM 56.644531 1627511772.7268
MEM 56.644531 1627511772.8272
MEM 56.644531 1627511772.9275
MEM 56.644531 1627511773.0279
MEM 56.644531 1627511773.1282
MEM 56.644531 1627511773.2285
MEM 56.644531 1627511773.3289
MEM 56.644531 1627511773.4292
MEM 56.644531 1627511773.5296
MEM 56.644531 1627511773.6299
MEM 56.644531 1627511773.7302
MEM 56.644531 1627511773.8306
MEM 56.644531 1627511773.9309
MEM 56.644531 1627511774.0313
MEM 56.644531 1627511774.1316
MEM 66.414062 1627511774.2320
MEM 66.414062 1627511774.3323
MEM 66.414062 1627511774.4326
MEM 66.414062 1627511774.5330
MEM 66.414062 1627511774.6333
MEM 66.414062 1627511774.7337
MEM 66.414062 1627511774.8341
MEM 66.414062 1627511774.9344
MEM 66.414062 1627511775.0347
MEM 66.414062 1627511775.1351
MEM 66.414062 1627511775.2356
MEM 66.414062 1627511775.3360
MEM 66.414062 1627511775.4364
MEM 66.414062 1627511775.5368
MEM 66.414062 1627511775.6371
MEM 66.414062 1627511775.7375
MEM 66.414062 1627511775.8378
MEM 66.414062 1627511775.9382
MEM 66.414062 1627511776.0385
MEM 66.664062 1627511776.1389
MEM 66.664062 1627511776.2392
MEM 66.664062 1627511776.3396
MEM 66.914062 1627511776.4399
MEM 66.914062 1627511776.5403
MEM 67.167969 1627511776.6407
MEM 67.167969 1627511776.7411
MEM 67.167969 1627511776.8414
MEM 61.660156 1627511776.9418
MEM 61.660156 1627511777.0422
MEM 61.914062 1627511777.1426
MEM 61.914062 1627511777.2430
MEM 61.914062 1627511777.3434
MEM 61.914062 1627511777.4438
MEM 61.914062 1627511777.5442
MEM 61.914062 1627511777.6446
MEM 61.914062 1627511777.7450
MEM 61.914062 1627511777.8454
MEM 61.914062 1627511777.9458
MEM 61.914062 1627511778.0461
MEM 61.914062 1627511778.1466
MEM 61.914062 1627511778.2470
MEM 61.914062 1627511778.3474
MEM 61.914062 1627511778.4477
MEM 61.914062 1627511778.5482
MEM 61.914062 1627511778.6486
MEM 61.914062 1627511778.7490
MEM 61.914062 1627511778.8494
MEM 61.914062 1627511778.9498
MEM 61.914062 1627511779.0502
MEM 61.914062 1627511779.1506
MEM 61.914062 1627511779.2510
MEM 61.914062 1627511779.3514
MEM 61.914062 1627511779.4519
MEM 61.914062 1627511779.5523
MEM 61.914062 1627511779.6527
MEM 61.914062 1627511779.7531
MEM 61.914062 1627511779.8535
MEM 61.914062 1627511779.9539
MEM 61.914062 1627511780.0544
MEM 61.914062 1627511780.1548
MEM 61.914062 1627511780.2551
MEM 61.914062 1627511780.3557
MEM 61.914062 1627511780.4561
MEM 61.914062 1627511780.5565
MEM 61.914062 1627511780.6569
MEM 61.914062 1627511780.7573
MEM 61.914062 1627511780.8577
MEM 61.914062 1627511780.9581
MEM 61.914062 1627511781.0584
MEM 61.914062 1627511781.1588
MEM 61.914062 1627511781.2591
MEM 69.332031 1627511781.3596
MEM 75.386719 1627511781.4600
MEM 75.386719 1627511781.5603
MEM 75.386719 1627511781.6607
MEM 75.386719 1627511781.7610
MEM 75.386719 1627511781.8613
MEM 75.386719 1627511781.9617
MEM 75.386719 1627511782.0620
MEM 75.386719 1627511782.1624
MEM 75.386719 1627511782.2627
MEM 75.386719 1627511782.3630
MEM 75.386719 1627511782.4634
MEM 75.386719 1627511782.5638
MEM 75.386719 1627511782.6641
MEM 75.386719 1627511782.7645
MEM 75.386719 1627511782.8649
MEM 75.386719 1627511782.9653
MEM 75.386719 1627511783.0656
MEM 75.386719 1627511783.1660
MEM 75.386719 1627511783.2664
MEM 75.386719 1627511783.3668
MEM 75.386719 1627511783.4671
MEM 75.386719 1627511783.5674
MEM 75.386719 1627511783.6678
MEM 75.386719 1627511783.7682
MEM 75.386719 1627511783.8686
MEM 75.386719 1627511783.9689
MEM 57.824219 1627511784.0693
MEM 58.042969 1627511784.1697
MEM 58.042969 1627511784.2701
MEM 58.042969 1627511784.3704
MEM 58.296875 1627511784.4708
MEM 58.296875 1627511784.5711
MEM 58.296875 1627511784.6715
MEM 58.296875 1627511784.7718
MEM 58.296875 1627511784.8722
MEM 58.296875 1627511784.9726
MEM 58.296875 1627511785.0729
MEM 58.296875 1627511785.1733
MEM 58.296875 1627511785.2737
MEM 58.296875 1627511785.3740
MEM 58.296875 1627511785.4746
MEM 58.296875 1627511785.5750
MEM 58.296875 1627511785.6753
MEM 58.296875 1627511785.7757
MEM 58.296875 1627511785.8761
MEM 58.296875 1627511785.9764
MEM 58.296875 1627511786.0768
MEM 58.296875 1627511786.1772
MEM 58.296875 1627511786.2775
MEM 58.296875 1627511786.3779
MEM 58.296875 1627511786.4783
MEM 58.296875 1627511786.5786
MEM 58.296875 1627511786.6790
MEM 58.296875 1627511786.7794
MEM 58.296875 1627511786.8798
MEM 58.296875 1627511786.9801
MEM 58.296875 1627511787.0805
MEM 58.296875 1627511787.1809
MEM 58.296875 1627511787.2812
MEM 58.296875 1627511787.3816
MEM 58.296875 1627511787.4820
MEM 58.296875 1627511787.5824
MEM 58.296875 1627511787.6827
MEM 58.296875 1627511787.7831
MEM 58.296875 1627511787.8834
MEM 58.296875 1627511787.9838
MEM 58.296875 1627511788.0842
MEM 58.296875 1627511788.1845
MEM 58.296875 1627511788.2849
MEM 58.296875 1627511788.3853
MEM 58.296875 1627511788.4857
MEM 58.296875 1627511788.5860
MEM 58.296875 1627511788.6864
MEM 58.296875 1627511788.7868
MEM 58.296875 1627511788.8872
MEM 58.296875 1627511788.9875
MEM 58.296875 1627511789.0879
MEM 58.296875 1627511789.1883
MEM 58.296875 1627511789.2886
MEM 58.296875 1627511789.3890
MEM 58.296875 1627511789.4894
MEM 58.296875 1627511789.5897
MEM 58.296875 1627511789.6901
MEM 58.296875 1627511789.7905
MEM 58.296875 1627511789.8909
MEM 58.296875 1627511789.9913
MEM 58.296875 1627511790.0917
MEM 58.296875 1627511790.1920
MEM 58.296875 1627511790.2924
MEM 58.296875 1627511790.3928
MEM 58.296875 1627511790.4931
MEM 58.296875 1627511790.5937
MEM 58.296875 1627511790.6941
MEM 58.296875 1627511790.7944
MEM 58.296875 1627511790.8949
MEM 58.296875 1627511790.9953
MEM 58.296875 1627511791.0956
MEM 58.296875 1627511791.1960
MEM 58.296875 1627511791.2964
MEM 58.296875 1627511791.3967
MEM 58.296875 1627511791.4972
MEM 58.296875 1627511791.5976
MEM 58.296875 1627511791.6979
MEM 58.296875 1627511791.7983
MEM 58.296875 1627511791.8986
MEM 58.296875 1627511791.9990
MEM 58.296875 1627511792.0994
MEM 58.296875 1627511792.1998
MEM 58.296875 1627511792.3002
MEM 58.296875 1627511792.4005
MEM 58.296875 1627511792.5009
MEM 58.296875 1627511792.6013
MEM 58.296875 1627511792.7016
MEM 58.296875 1627511792.8020
MEM 58.296875 1627511792.9024
MEM 58.296875 1627511793.0027
MEM 58.296875 1627511793.1031
MEM 58.296875 1627511793.2035
MEM 58.296875 1627511793.3038
MEM 58.296875 1627511793.4042
MEM 58.296875 1627511793.5046
MEM 58.296875 1627511793.6049
MEM 58.296875 1627511793.7053
MEM 58.296875 1627511793.8057
MEM 58.296875 1627511793.9060
MEM 58.296875 1627511794.0064
MEM 58.296875 1627511794.1068
MEM 58.296875 1627511794.2071
MEM 58.296875 1627511794.3075
MEM 58.296875 1627511794.4079
MEM 58.296875 1627511794.5082
MEM 58.296875 1627511794.6086
MEM 73.644531 1627511794.7090
MEM 74.160156 1627511794.8093
MEM 74.160156 1627511794.9096
MEM 74.160156 1627511795.0099
MEM 74.160156 1627511795.1102
MEM 74.160156 1627511795.2105
MEM 74.160156 1627511795.3108
MEM 74.160156 1627511795.4111
MEM 74.160156 1627511795.5114
MEM 74.160156 1627511795.6117
MEM 74.160156 1627511795.7122
MEM 74.160156 1627511795.8125
MEM 74.160156 1627511795.9129
MEM 74.160156 1627511796.0132
MEM 74.160156 1627511796.1135
MEM 74.160156 1627511796.2138
MEM 74.160156 1627511796.3141
MEM 74.160156 1627511796.4145
MEM 74.160156 1627511796.5148
MEM 74.160156 1627511796.6151
MEM 74.160156 1627511796.7154
MEM 74.160156 1627511796.8157
MEM 74.160156 1627511796.9160
MEM 74.160156 1627511797.0163
MEM 74.160156 1627511797.1166
MEM 74.160156 1627511797.2170
MEM 74.160156 1627511797.3173
MEM 58.613281 1627511797.4177
MEM 58.613281 1627511797.5180
MEM 58.613281 1627511797.6184
MEM 58.613281 1627511797.7187
MEM 58.613281 1627511797.8191
MEM 58.613281 1627511797.9195
MEM 58.613281 1627511798.0199
MEM 58.613281 1627511798.1202
MEM 58.613281 1627511798.2206
MEM 58.613281 1627511798.3209
MEM 58.613281 1627511798.4213
MEM 58.613281 1627511798.5217
MEM 58.613281 1627511798.6221
MEM 58.613281 1627511798.7224
MEM 58.613281 1627511798.8228
MEM 58.613281 1627511798.9232
MEM 58.613281 1627511799.0236
MEM 58.613281 1627511799.1239
MEM 58.613281 1627511799.2243
MEM 58.613281 1627511799.3247
MEM 58.613281 1627511799.4251
MEM 58.613281 1627511799.5254
MEM 58.613281 1627511799.6258
MEM 58.613281 1627511799.7262
MEM 58.613281 1627511799.8265
MEM 58.613281 1627511799.9269
MEM 58.613281 1627511800.0273
MEM 58.613281 1627511800.1277
MEM 58.613281 1627511800.2281
MEM 58.613281 1627511800.3284
MEM 58.613281 1627511800.4288
MEM 58.613281 1627511800.5292
MEM 58.613281 1627511800.6295
MEM 58.613281 1627511800.7299
MEM 58.613281 1627511800.8304
MEM 58.613281 1627511800.9308
MEM 58.613281 1627511801.0312
MEM 58.613281 1627511801.1316
MEM 58.613281 1627511801.2319
MEM 58.613281 1627511801.3323
MEM 58.613281 1627511801.4326
MEM 58.613281 1627511801.5330
MEM 58.613281 1627511801.6334
MEM 58.613281 1627511801.7337
MEM 58.613281 1627511801.8341
MEM 58.613281 1627511801.9345
MEM 58.613281 1627511802.0348
MEM 58.613281 1627511802.1352
MEM 58.613281 1627511802.2355
MEM 58.613281 1627511802.3359
MEM 58.613281 1627511802.4363
MEM 58.613281 1627511802.5366
MEM 58.613281 1627511802.6370
MEM 58.613281 1627511802.7374
MEM 58.613281 1627511802.8377
MEM 58.613281 1627511802.9381
MEM 58.613281 1627511803.0385
MEM 58.613281 1627511803.1388
MEM 58.613281 1627511803.2392
MEM 58.613281 1627511803.3396
MEM 58.613281 1627511803.4399
MEM 58.613281 1627511803.5403
MEM 58.613281 1627511803.6406
MEM 58.613281 1627511803.7410
MEM 58.613281 1627511803.8414
MEM 58.613281 1627511803.9418
MEM 58.613281 1627511804.0422
MEM 58.613281 1627511804.1426
MEM 58.613281 1627511804.2430
MEM 58.613281 1627511804.3434
MEM 58.613281 1627511804.4437
MEM 58.613281 1627511804.5441
MEM 58.613281 1627511804.6445
MEM 58.613281 1627511804.7449
MEM 58.613281 1627511804.8452
MEM 58.613281 1627511804.9456
MEM 58.613281 1627511805.0460
MEM 58.613281 1627511805.1464
MEM 58.613281 1627511805.2468
MEM 58.613281 1627511805.3472
MEM 58.613281 1627511805.4476
MEM 58.613281 1627511805.5479
MEM 58.613281 1627511805.6483
MEM 58.613281 1627511805.7487
MEM 58.613281 1627511805.8491
MEM 58.613281 1627511805.9496
MEM 58.613281 1627511806.0500
MEM 58.613281 1627511806.1504
MEM 58.613281 1627511806.2508
MEM 58.613281 1627511806.3511
MEM 58.613281 1627511806.4515
MEM 58.613281 1627511806.5518
MEM 58.613281 1627511806.6522
MEM 58.613281 1627511806.7525
MEM 58.613281 1627511806.8528
MEM 58.613281 1627511806.9532
MEM 58.613281 1627511807.0535
MEM 58.613281 1627511807.1539
MEM 58.613281 1627511807.2543
MEM 58.613281 1627511807.3547
MEM 58.613281 1627511807.4550
MEM 58.613281 1627511807.5555
MEM 58.613281 1627511807.6560
MEM 58.613281 1627511807.7563
MEM 58.613281 1627511807.8567
MEM 58.613281 1627511807.9572
MEM 58.613281 1627511808.0575
MEM 58.613281 1627511808.1578
MEM 58.613281 1627511808.2582
MEM 58.613281 1627511808.3585
MEM 58.613281 1627511808.4589
MEM 58.613281 1627511808.5592
MEM 58.613281 1627511808.6596
MEM 58.613281 1627511808.7599
MEM 58.613281 1627511808.8603
MEM 58.613281 1627511808.9606
MEM 58.613281 1627511809.0610
MEM 58.613281 1627511809.1613
MEM 58.613281 1627511809.2616
MEM 58.613281 1627511809.3620
MEM 58.613281 1627511809.4624
MEM 58.613281 1627511809.5627
MEM 58.613281 1627511809.6631
MEM 58.613281 1627511809.7634
MEM 58.613281 1627511809.8638
MEM 58.613281 1627511809.9641
MEM 58.613281 1627511810.0644
MEM 58.613281 1627511810.1648
MEM 58.613281 1627511810.2651
MEM 58.613281 1627511810.3654
MEM 58.613281 1627511810.4658
MEM 58.613281 1627511810.5661
MEM 58.613281 1627511810.6665
MEM 58.613281 1627511810.7669
MEM 58.613281 1627511810.8672
MEM 58.613281 1627511810.9676
MEM 58.613281 1627511811.0680
MEM 58.613281 1627511811.1684
MEM 58.613281 1627511811.2687
MEM 58.613281 1627511811.3691
MEM 58.613281 1627511811.4694
MEM 58.613281 1627511811.5698
MEM 58.613281 1627511811.6702
MEM 58.613281 1627511811.7705
MEM 58.613281 1627511811.8709
MEM 58.613281 1627511811.9713
MEM 58.613281 1627511812.0716
MEM 58.613281 1627511812.1720
MEM 58.613281 1627511812.2725
MEM 58.613281 1627511812.3729
MEM 58.613281 1627511812.4732
MEM 58.613281 1627511812.5736
MEM 58.613281 1627511812.6739
MEM 58.613281 1627511812.7743
MEM 58.613281 1627511812.8747
MEM 58.613281 1627511812.9751
MEM 58.613281 1627511813.0754
MEM 58.613281 1627511813.1758
MEM 58.613281 1627511813.2762
MEM 58.613281 1627511813.3765
MEM 58.613281 1627511813.4769
MEM 58.613281 1627511813.5773
MEM 95.507812 1627511813.6778
MEM 98.351562 1627511813.7782
MEM 98.351562 1627511813.8785
MEM 98.351562 1627511813.9788
MEM 98.351562 1627511814.0791
MEM 98.351562 1627511814.1794
MEM 98.351562 1627511814.2798
MEM 98.351562 1627511814.3802
MEM 98.351562 1627511814.4805
MEM 98.351562 1627511814.5808
MEM 98.351562 1627511814.6812
MEM 98.351562 1627511814.7815
MEM 98.351562 1627511814.8818
MEM 98.351562 1627511814.9821
MEM 98.351562 1627511815.0824
MEM 98.351562 1627511815.1828
MEM 98.351562 1627511815.2831
MEM 98.351562 1627511815.3835
MEM 98.351562 1627511815.4838
MEM 98.351562 1627511815.5841
MEM 98.351562 1627511815.6844
MEM 98.351562 1627511815.7848
MEM 98.351562 1627511815.8851
MEM 98.351562 1627511815.9856
MEM 98.351562 1627511816.0859
MEM 98.351562 1627511816.1864
MEM 98.351562 1627511816.2867
MEM 98.351562 1627511816.3870
MEM 98.351562 1627511816.4873
MEM 98.351562 1627511816.5877
MEM 98.351562 1627511816.6880
MEM 98.351562 1627511816.7883
MEM 98.351562 1627511816.8886
MEM 98.351562 1627511816.9889
MEM 98.351562 1627511817.0892
MEM 98.351562 1627511817.1896
MEM 98.351562 1627511817.2899
MEM 98.351562 1627511817.3902
MEM 98.351562 1627511817.4906
MEM 98.351562 1627511817.5909
MEM 98.351562 1627511817.6913
MEM 98.351562 1627511817.7916
MEM 98.351562 1627511817.8919
MEM 98.351562 1627511817.9922
MEM 98.351562 1627511818.0925
MEM 98.351562 1627511818.1929
MEM 98.351562 1627511818.2932
MEM 98.351562 1627511818.3935
MEM 98.351562 1627511818.4938
MEM 98.351562 1627511818.5941
MEM 98.351562 1627511818.6944
MEM 98.351562 1627511818.7948
MEM 98.351562 1627511818.8950
MEM 98.351562 1627511818.9954
MEM 98.351562 1627511819.0957
MEM 98.351562 1627511819.1960
MEM 98.351562 1627511819.2963
MEM 98.351562 1627511819.3966
MEM 98.351562 1627511819.4969
MEM 98.351562 1627511819.5973
MEM 98.351562 1627511819.6976
MEM 98.351562 1627511819.7979
MEM 98.351562 1627511819.8983
MEM 98.351562 1627511819.9986
MEM 98.351562 1627511820.0989
MEM 98.351562 1627511820.1992
MEM 98.351562 1627511820.2995
MEM 98.351562 1627511820.3999
MEM 98.351562 1627511820.5002
MEM 98.351562 1627511820.6005
MEM 98.351562 1627511820.7009
MEM 98.351562 1627511820.8012
MEM 98.605469 1627511820.9015
MEM 98.605469 1627511821.0019
MEM 98.605469 1627511821.1021
MEM 98.605469 1627511821.2025
MEM 98.605469 1627511821.3029
MEM 98.863281 1627511821.4033
MEM 98.863281 1627511821.5036
MEM 98.863281 1627511821.6039
MEM 98.863281 1627511821.7042
MEM 99.101562 1627511821.8045
MEM 99.101562 1627511821.9049
MEM 99.101562 1627511822.0052
MEM 99.101562 1627511822.1055
MEM 99.101562 1627511822.2058
MEM 99.351562 1627511822.3062
MEM 99.351562 1627511822.4066
MEM 99.351562 1627511822.5071
MEM 99.351562 1627511822.6074
MEM 99.351562 1627511822.7077
MEM 99.605469 1627511822.8081
MEM 99.605469 1627511822.9084
MEM 99.605469 1627511823.0087
MEM 99.605469 1627511823.1090
MEM 99.605469 1627511823.2094
MEM 99.863281 1627511823.3097
MEM 99.863281 1627511823.4100
MEM 99.863281 1627511823.5103
MEM 99.863281 1627511823.6107
MEM 99.863281 1627511823.7110
MEM 100.121094 1627511823.8113
MEM 100.121094 1627511823.9116
MEM 100.121094 1627511824.0120
MEM 100.121094 1627511824.1123
MEM 100.121094 1627511824.2126
MEM 100.351562 1627511824.3129
MEM 100.351562 1627511824.4132
MEM 100.351562 1627511824.5135
MEM 76.847656 1627511824.6139
MEM 77.101562 1627511824.7143
MEM 77.359375 1627511824.8146
MEM 77.359375 1627511824.9150
MEM 77.359375 1627511825.0154
MEM 77.359375 1627511825.1158
MEM 77.617188 1627511825.2161
MEM 77.617188 1627511825.3165
MEM 77.617188 1627511825.4169
MEM 77.617188 1627511825.5172
MEM 77.617188 1627511825.6176
MEM 77.617188 1627511825.7180
MEM 77.617188 1627511825.8184
MEM 77.617188 1627511825.9187
MEM 77.617188 1627511826.0192
MEM 77.617188 1627511826.1196
MEM 77.617188 1627511826.2199
MEM 77.617188 1627511826.3203
MEM 77.617188 1627511826.4208
MEM 77.617188 1627511826.5212
MEM 77.617188 1627511826.6216
MEM 77.617188 1627511826.7220
MEM 77.617188 1627511826.8223
MEM 77.617188 1627511826.9227
MEM 77.617188 1627511827.0231
MEM 77.617188 1627511827.1235
MEM 77.617188 1627511827.2238
MEM 77.617188 1627511827.3242
MEM 77.617188 1627511827.4246
MEM 77.617188 1627511827.5251
MEM 77.617188 1627511827.6256
MEM 77.617188 1627511827.7260
MEM 77.617188 1627511827.8266
MEM 77.617188 1627511827.9274
MEM 77.617188 1627511828.0281
MEM 77.617188 1627511828.1285
MEM 77.617188 1627511828.2288
MEM 77.617188 1627511828.3292
MEM 77.617188 1627511828.4297
MEM 77.617188 1627511828.5302
MEM 77.617188 1627511828.6307
MEM 77.617188 1627511828.7312
MEM 77.617188 1627511828.8319
MEM 77.617188 1627511828.9323
MEM 77.617188 1627511829.0327
MEM 77.617188 1627511829.1331
MEM 77.617188 1627511829.2334
MEM 77.617188 1627511829.3338
MEM 77.617188 1627511829.4342
MEM 77.617188 1627511829.5345
MEM 77.617188 1627511829.6349
MEM 77.617188 1627511829.7353
MEM 77.617188 1627511829.8356
MEM 77.617188 1627511829.9360
MEM 77.617188 1627511830.0364
MEM 77.617188 1627511830.1367
MEM 77.617188 1627511830.2371
MEM 77.617188 1627511830.3375
MEM 77.617188 1627511830.4378
MEM 77.617188 1627511830.5382
MEM 77.617188 1627511830.6386
MEM 77.617188 1627511830.7390
MEM 77.617188 1627511830.8393
MEM 77.617188 1627511830.9397
MEM 77.617188 1627511831.0400
MEM 77.617188 1627511831.1404
MEM 77.617188 1627511831.2408
MEM 77.617188 1627511831.3411
MEM 77.617188 1627511831.4415
MEM 77.617188 1627511831.5420
MEM 77.617188 1627511831.6423
MEM 77.617188 1627511831.7427
MEM 77.617188 1627511831.8431
MEM 77.617188 1627511831.9434
