CMDLINE /usr/bin/python3 test.py
MEM 64.097656 1627029732.8238
MEM 64.097656 1627029732.9242
MEM 64.097656 1627029733.0246
MEM 64.097656 1627029733.1249
MEM 64.097656 1627029733.2253
MEM 64.351562 1627029733.3257
MEM 64.406250 1627029733.4260
MEM 64.406250 1627029733.5264
MEM 64.406250 1627029733.6268
MEM 64.660156 1627029733.7271
MEM 64.660156 1627029733.8275
MEM 64.660156 1627029733.9278
MEM 64.917969 1627029734.0282
MEM 64.917969 1627029734.1286
MEM 65.175781 1627029734.2290
MEM 65.175781 1627029734.3293
MEM 65.175781 1627029734.4297
MEM 65.406250 1627029734.5301
MEM 65.406250 1627029734.6304
MEM 65.656250 1627029734.7308
MEM 65.906250 1627029734.8313
MEM 65.906250 1627029734.9318
MEM 64.593750 1627029735.0323
MEM 64.593750 1627029735.1328
MEM 64.593750 1627029735.2331
MEM 64.593750 1627029735.3335
MEM 64.593750 1627029735.4339
MEM 64.593750 1627029735.5343
MEM 64.593750 1627029735.6347
MEM 64.593750 1627029735.7351
MEM 64.593750 1627029735.8355
MEM 64.593750 1627029735.9358
MEM 64.593750 1627029736.0362
MEM 64.593750 1627029736.1366
MEM 64.593750 1627029736.2370
MEM 64.593750 1627029736.3374
MEM 64.593750 1627029736.4378
MEM 64.593750 1627029736.5382
MEM 64.593750 1627029736.6386
MEM 64.593750 1627029736.7390
MEM 64.593750 1627029736.8394
MEM 64.593750 1627029736.9399
MEM 64.593750 1627029737.0402
MEM 64.847656 1627029737.1407
MEM 64.847656 1627029737.2411
MEM 64.847656 1627029737.3415
MEM 65.105469 1627029737.4418
MEM 65.105469 1627029737.5422
MEM 65.105469 1627029737.6426
MEM 65.363281 1627029737.7430
MEM 65.363281 1627029737.8434
MEM 65.656250 1627029737.9438
MEM 65.910156 1627029738.0442
MEM 65.910156 1627029738.1446
MEM 65.097656 1627029738.2450
MEM 65.097656 1627029738.3455
MEM 65.097656 1627029738.4458
MEM 65.097656 1627029738.5462
MEM 65.097656 1627029738.6466
MEM 65.097656 1627029738.7470
MEM 65.097656 1627029738.8474
MEM 65.097656 1627029738.9478
MEM 65.097656 1627029739.0482
MEM 65.097656 1627029739.1486
MEM 65.097656 1627029739.2489
MEM 65.097656 1627029739.3493
MEM 65.097656 1627029739.4497
MEM 65.097656 1627029739.5501
MEM 65.097656 1627029739.6505
MEM 65.097656 1627029739.7509
MEM 65.097656 1627029739.8512
MEM 65.097656 1627029739.9518
MEM 65.097656 1627029740.0522
MEM 65.097656 1627029740.1526
MEM 65.097656 1627029740.2529
MEM 65.097656 1627029740.3533
MEM 65.097656 1627029740.4537
MEM 65.097656 1627029740.5541
MEM 65.097656 1627029740.6544
MEM 65.097656 1627029740.7548
MEM 65.097656 1627029740.8552
MEM 65.351562 1627029740.9556
MEM 65.351562 1627029741.0560
MEM 65.351562 1627029741.1564
MEM 65.656250 1627029741.2568
MEM 65.910156 1627029741.3573
MEM 65.910156 1627029741.4577
MEM 65.605469 1627029741.5588
MEM 65.605469 1627029741.6592
MEM 65.605469 1627029741.7596
MEM 65.605469 1627029741.8600
MEM 65.605469 1627029741.9603
MEM 65.605469 1627029742.0607
MEM 65.605469 1627029742.1611
MEM 65.605469 1627029742.2615
MEM 65.605469 1627029742.3618
MEM 65.605469 1627029742.4622
MEM 65.605469 1627029742.5626
MEM 65.605469 1627029742.6630
MEM 65.605469 1627029742.7633
MEM 65.605469 1627029742.8637
MEM 65.605469 1627029742.9641
MEM 65.605469 1627029743.0644
MEM 65.605469 1627029743.1648
MEM 65.605469 1627029743.2652
MEM 65.605469 1627029743.3655
MEM 65.605469 1627029743.4659
MEM 65.605469 1627029743.5663
MEM 65.605469 1627029743.6666
MEM 65.605469 1627029743.7670
MEM 65.605469 1627029743.8674
MEM 65.605469 1627029743.9678
MEM 65.605469 1627029744.0681
MEM 65.605469 1627029744.1685
MEM 65.605469 1627029744.2689
MEM 65.605469 1627029744.3692
MEM 65.664062 1627029744.4696
MEM 65.914062 1627029744.5701
MEM 65.914062 1627029744.6706
MEM 65.851562 1627029744.7711
MEM 65.851562 1627029744.8716
MEM 65.851562 1627029744.9720
MEM 65.851562 1627029745.0724
MEM 65.851562 1627029745.1729
MEM 65.851562 1627029745.2732
MEM 65.851562 1627029745.3736
MEM 65.851562 1627029745.4740
MEM 65.851562 1627029745.5743
MEM 65.851562 1627029745.6747
MEM 65.851562 1627029745.7751
MEM 65.851562 1627029745.8755
MEM 65.851562 1627029745.9758
MEM 65.851562 1627029746.0762
MEM 65.851562 1627029746.1766
MEM 65.851562 1627029746.2769
MEM 65.851562 1627029746.3773
MEM 65.851562 1627029746.4777
MEM 65.851562 1627029746.5781
MEM 65.851562 1627029746.6785
MEM 65.851562 1627029746.7788
MEM 65.851562 1627029746.8793
MEM 65.851562 1627029746.9796
MEM 65.851562 1627029747.0800
MEM 65.851562 1627029747.1805
MEM 65.851562 1627029747.2809
MEM 65.851562 1627029747.3813
MEM 65.851562 1627029747.4817
MEM 65.851562 1627029747.5820
MEM 65.851562 1627029747.6824
MEM 65.851562 1627029747.7828
MEM 65.851562 1627029747.8831
MEM 65.851562 1627029747.9836
MEM 65.851562 1627029748.0840
MEM 65.851562 1627029748.1843
MEM 65.851562 1627029748.2847
MEM 65.851562 1627029748.3851
MEM 65.851562 1627029748.4855
MEM 65.851562 1627029748.5859
MEM 66.105469 1627029748.6863
MEM 66.105469 1627029748.7866
MEM 66.105469 1627029748.8871
MEM 66.105469 1627029748.9874
MEM 66.105469 1627029749.0878
MEM 66.105469 1627029749.1882
MEM 66.105469 1627029749.2887
MEM 66.105469 1627029749.3892
MEM 66.105469 1627029749.4895
MEM 66.105469 1627029749.5899
MEM 66.105469 1627029749.6903
MEM 66.105469 1627029749.7907
MEM 66.105469 1627029749.8911
MEM 66.105469 1627029749.9915
MEM 66.105469 1627029750.0919
MEM 66.105469 1627029750.1924
MEM 66.105469 1627029750.2928
MEM 66.105469 1627029750.3931
MEM 66.105469 1627029750.4935
MEM 66.105469 1627029750.5939
MEM 66.105469 1627029750.6943
MEM 66.105469 1627029750.7946
MEM 66.105469 1627029750.8950
MEM 66.105469 1627029750.9954
MEM 66.105469 1627029751.0959
MEM 66.105469 1627029751.1963
MEM 65.914062 1627029751.2968
MEM 65.914062 1627029751.3972
MEM 65.914062 1627029751.4975
MEM 65.914062 1627029751.5979
MEM 65.914062 1627029751.6983
MEM 65.914062 1627029751.7986
MEM 65.914062 1627029751.8990
MEM 65.914062 1627029751.9994
MEM 65.914062 1627029752.0998
MEM 65.914062 1627029752.2001
MEM 65.914062 1627029752.3005
MEM 65.914062 1627029752.4009
MEM 65.914062 1627029752.5013
MEM 65.914062 1627029752.6016
MEM 65.914062 1627029752.7022
MEM 65.914062 1627029752.8026
MEM 65.914062 1627029752.9030
MEM 65.914062 1627029753.0033
MEM 65.914062 1627029753.1037
MEM 65.914062 1627029753.2041
MEM 65.914062 1627029753.3044
MEM 65.914062 1627029753.4049
MEM 65.914062 1627029753.5054
MEM 65.914062 1627029753.6057
MEM 65.914062 1627029753.7061
MEM 65.914062 1627029753.8065
MEM 65.914062 1627029753.9068
MEM 65.914062 1627029754.0072
MEM 65.914062 1627029754.1076
MEM 65.914062 1627029754.2079
MEM 65.914062 1627029754.3087
MEM 65.914062 1627029754.4092
MEM 65.914062 1627029754.5097
MEM 65.914062 1627029754.6102
MEM 65.914062 1627029754.7106
MEM 65.914062 1627029754.8110
MEM 65.914062 1627029754.9114
MEM 65.914062 1627029755.0117
MEM 65.914062 1627029755.1121
MEM 65.914062 1627029755.2125
MEM 65.914062 1627029755.3129
MEM 65.914062 1627029755.4133
MEM 65.914062 1627029755.5137
MEM 65.914062 1627029755.6141
MEM 65.914062 1627029755.7144
MEM 65.914062 1627029755.8148
MEM 65.914062 1627029755.9151
MEM 65.914062 1627029756.0155
MEM 65.914062 1627029756.1158
MEM 65.914062 1627029756.2162
MEM 65.914062 1627029756.3166
MEM 65.914062 1627029756.4170
MEM 65.914062 1627029756.5173
MEM 65.914062 1627029756.6177
MEM 65.914062 1627029756.7181
MEM 65.914062 1627029756.8184
MEM 65.914062 1627029756.9188
MEM 65.914062 1627029757.0191
MEM 65.914062 1627029757.1195
MEM 65.914062 1627029757.2198
MEM 65.914062 1627029757.3202
MEM 65.914062 1627029757.4206
MEM 65.914062 1627029757.5210
MEM 65.914062 1627029757.6215
MEM 65.914062 1627029757.7219
MEM 65.914062 1627029757.8224
MEM 65.914062 1627029757.9227
MEM 65.914062 1627029758.0231
MEM 65.914062 1627029758.1235
MEM 65.914062 1627029758.2239
MEM 65.914062 1627029758.3243
MEM 65.914062 1627029758.4247
MEM 65.914062 1627029758.5251
MEM 65.914062 1627029758.6255
MEM 65.914062 1627029758.7258
MEM 65.914062 1627029758.8262
MEM 65.914062 1627029758.9266
MEM 65.914062 1627029759.0270
MEM 65.914062 1627029759.1273
MEM 65.914062 1627029759.2277
MEM 65.914062 1627029759.3281
MEM 65.914062 1627029759.4284
MEM 65.914062 1627029759.5288
MEM 65.914062 1627029759.6292
MEM 65.914062 1627029759.7295
MEM 65.914062 1627029759.8299
MEM 65.914062 1627029759.9303
MEM 65.914062 1627029760.0307
MEM 65.914062 1627029760.1310
MEM 65.914062 1627029760.2314
MEM 65.914062 1627029760.3317
MEM 65.914062 1627029760.4322
MEM 65.914062 1627029760.5326
MEM 65.914062 1627029760.6329
MEM 65.914062 1627029760.7333
MEM 65.914062 1627029760.8338
MEM 65.914062 1627029760.9342
MEM 65.914062 1627029761.0347
MEM 65.914062 1627029761.1351
MEM 65.914062 1627029761.2355
MEM 65.914062 1627029761.3359
MEM 65.914062 1627029761.4362
MEM 65.914062 1627029761.5366
MEM 65.914062 1627029761.6369
MEM 65.914062 1627029761.7374
MEM 65.914062 1627029761.8378
MEM 65.914062 1627029761.9383
MEM 65.914062 1627029762.0386
MEM 65.914062 1627029762.1391
MEM 65.914062 1627029762.2394
MEM 65.914062 1627029762.3398
MEM 65.914062 1627029762.4402
MEM 65.914062 1627029762.5406
MEM 65.914062 1627029762.6409
MEM 65.914062 1627029762.7413
MEM 65.914062 1627029762.8417
MEM 65.914062 1627029762.9421
MEM 65.914062 1627029763.0425
MEM 65.914062 1627029763.1429
MEM 65.914062 1627029763.2433
MEM 65.914062 1627029763.3437
MEM 65.914062 1627029763.4441
MEM 65.914062 1627029763.5445
MEM 65.914062 1627029763.6449
MEM 65.914062 1627029763.7452
MEM 65.914062 1627029763.8456
MEM 65.914062 1627029763.9460
MEM 65.914062 1627029764.0465
MEM 65.914062 1627029764.1476
MEM 65.914062 1627029764.2481
MEM 65.914062 1627029764.3485
MEM 65.914062 1627029764.4488
MEM 65.914062 1627029764.5492
MEM 65.914062 1627029764.6496
MEM 65.914062 1627029764.7500
MEM 65.914062 1627029764.8504
MEM 65.914062 1627029764.9508
MEM 65.914062 1627029765.0511
MEM 65.914062 1627029765.1515
MEM 65.914062 1627029765.2519
MEM 65.914062 1627029765.3522
MEM 65.914062 1627029765.4526
MEM 65.914062 1627029765.5531
MEM 65.914062 1627029765.6539
MEM 65.914062 1627029765.7543
MEM 65.914062 1627029765.8546
MEM 65.914062 1627029765.9550
MEM 65.914062 1627029766.0554
MEM 65.914062 1627029766.1557
MEM 65.914062 1627029766.2561
MEM 65.914062 1627029766.3565
MEM 65.914062 1627029766.4569
MEM 65.914062 1627029766.5572
MEM 65.914062 1627029766.6576
MEM 65.914062 1627029766.7580
MEM 65.914062 1627029766.8583
MEM 65.914062 1627029766.9587
MEM 65.914062 1627029767.0591
MEM 65.914062 1627029767.1594
MEM 65.914062 1627029767.2602
MEM 65.914062 1627029767.3607
MEM 65.914062 1627029767.4615
MEM 65.914062 1627029767.5620
MEM 65.914062 1627029767.6624
MEM 65.914062 1627029767.7628
MEM 65.914062 1627029767.8631
MEM 65.914062 1627029767.9635
MEM 65.914062 1627029768.0638
MEM 65.914062 1627029768.1642
MEM 65.914062 1627029768.2647
MEM 65.914062 1627029768.3650
MEM 65.914062 1627029768.4654
MEM 65.914062 1627029768.5658
MEM 65.914062 1627029768.6661
MEM 65.914062 1627029768.7665
MEM 65.914062 1627029768.8669
MEM 65.914062 1627029768.9672
MEM 65.914062 1627029769.0676
MEM 65.914062 1627029769.1680
MEM 65.914062 1627029769.2683
MEM 65.914062 1627029769.3687
MEM 65.914062 1627029769.4691
MEM 65.914062 1627029769.5695
MEM 65.914062 1627029769.6700
MEM 65.914062 1627029769.7705
MEM 65.914062 1627029769.8709
MEM 65.914062 1627029769.9713
MEM 65.914062 1627029770.0717
MEM 65.914062 1627029770.1720
MEM 65.914062 1627029770.2724
MEM 65.914062 1627029770.3728
MEM 65.914062 1627029770.4731
MEM 65.914062 1627029770.5736
MEM 65.914062 1627029770.6787
MEM 65.914062 1627029770.7791
MEM 65.914062 1627029770.8795
MEM 65.914062 1627029770.9799
MEM 65.914062 1627029771.0802
MEM 65.914062 1627029771.1807
MEM 65.914062 1627029771.2811
MEM 65.914062 1627029771.3815
MEM 65.914062 1627029771.4819
MEM 65.914062 1627029771.5822
MEM 65.914062 1627029771.6827
MEM 65.914062 1627029771.7831
MEM 65.914062 1627029771.8834
MEM 65.914062 1627029771.9838
MEM 65.914062 1627029772.0842
MEM 65.914062 1627029772.1846
MEM 65.914062 1627029772.2850
MEM 65.914062 1627029772.3853
MEM 65.914062 1627029772.4857
MEM 65.914062 1627029772.5861
MEM 65.914062 1627029772.6866
MEM 65.914062 1627029772.7871
MEM 65.914062 1627029772.8874
MEM 65.914062 1627029772.9878
MEM 65.914062 1627029773.0882
MEM 65.914062 1627029773.1886
MEM 65.914062 1627029773.2890
MEM 65.914062 1627029773.3893
MEM 65.914062 1627029773.4897
MEM 65.914062 1627029773.5901
MEM 65.914062 1627029773.6904
MEM 65.914062 1627029773.7908
MEM 65.914062 1627029773.8912
MEM 65.914062 1627029773.9916
MEM 65.914062 1627029774.0920
MEM 65.914062 1627029774.1924
MEM 65.914062 1627029774.2928
MEM 65.914062 1627029774.3932
MEM 65.914062 1627029774.4936
MEM 65.914062 1627029774.5940
MEM 65.914062 1627029774.6944
MEM 65.914062 1627029774.7948
MEM 65.914062 1627029774.8951
MEM 65.914062 1627029774.9955
MEM 65.914062 1627029775.0959
MEM 65.914062 1627029775.1963
MEM 65.914062 1627029775.2967
MEM 65.914062 1627029775.3971
MEM 65.914062 1627029775.4975
MEM 65.914062 1627029775.5980
MEM 65.914062 1627029775.6985
MEM 65.914062 1627029775.7990
MEM 65.914062 1627029775.8994
MEM 65.914062 1627029775.9998
MEM 65.914062 1627029776.1001
MEM 65.914062 1627029776.2005
MEM 65.914062 1627029776.3009
MEM 65.914062 1627029776.4013
MEM 65.914062 1627029776.5017
MEM 65.914062 1627029776.6021
MEM 65.914062 1627029776.7025
MEM 65.914062 1627029776.8030
MEM 65.914062 1627029776.9034
MEM 65.914062 1627029777.0038
MEM 65.914062 1627029777.1042
MEM 65.914062 1627029777.2047
MEM 65.914062 1627029777.3052
MEM 65.914062 1627029777.4056
MEM 65.914062 1627029777.5061
MEM 65.914062 1627029777.6065
MEM 65.914062 1627029777.7069
MEM 65.914062 1627029777.8073
MEM 65.914062 1627029777.9076
MEM 65.914062 1627029778.0080
MEM 65.914062 1627029778.1084
MEM 65.914062 1627029778.2088
MEM 65.914062 1627029778.3092
MEM 65.914062 1627029778.4095
MEM 65.914062 1627029778.5099
MEM 65.914062 1627029778.6103
MEM 65.914062 1627029778.7107
MEM 65.914062 1627029778.8111
MEM 65.914062 1627029778.9115
MEM 65.914062 1627029779.0119
MEM 65.914062 1627029779.1122
MEM 65.914062 1627029779.2127
MEM 65.914062 1627029779.3131
MEM 65.914062 1627029779.4134
MEM 65.914062 1627029779.5138
MEM 65.914062 1627029779.6142
MEM 65.914062 1627029779.7147
MEM 65.914062 1627029779.8150
MEM 65.914062 1627029779.9154
MEM 65.914062 1627029780.0158
MEM 65.914062 1627029780.1161
MEM 65.914062 1627029780.2167
MEM 65.914062 1627029780.3170
MEM 65.914062 1627029780.4174
MEM 65.914062 1627029780.5178
MEM 65.914062 1627029780.6184
MEM 65.914062 1627029780.7188
MEM 65.914062 1627029780.8197
MEM 65.914062 1627029780.9212
MEM 65.914062 1627029781.0217
MEM 65.914062 1627029781.1223
MEM 65.914062 1627029781.2236
MEM 65.914062 1627029781.3241
MEM 65.914062 1627029781.4245
MEM 65.914062 1627029781.5248
MEM 65.914062 1627029781.6252
MEM 65.914062 1627029781.7256
MEM 65.914062 1627029781.8259
MEM 65.914062 1627029781.9263
MEM 65.914062 1627029782.0267
MEM 65.914062 1627029782.1271
MEM 65.914062 1627029782.2274
MEM 65.914062 1627029782.3278
MEM 65.914062 1627029782.4282
MEM 65.914062 1627029782.5285
MEM 65.914062 1627029782.6289
MEM 65.914062 1627029782.7293
MEM 65.914062 1627029782.8296
MEM 65.914062 1627029782.9300
MEM 65.914062 1627029783.0304
MEM 65.914062 1627029783.1308
MEM 65.914062 1627029783.2311
MEM 65.914062 1627029783.3315
MEM 65.914062 1627029783.4319
MEM 65.914062 1627029783.5322
MEM 65.914062 1627029783.6326
MEM 65.914062 1627029783.7330
MEM 65.914062 1627029783.8333
MEM 65.914062 1627029783.9337
MEM 65.914062 1627029784.0342
MEM 65.914062 1627029784.1349
MEM 65.914062 1627029784.2365
MEM 65.914062 1627029784.3369
MEM 65.914062 1627029784.4372
MEM 65.914062 1627029784.5376
MEM 65.914062 1627029784.6380
MEM 65.914062 1627029784.7383
MEM 65.914062 1627029784.8387
MEM 65.914062 1627029784.9391
MEM 65.914062 1627029785.0395
MEM 65.914062 1627029785.1398
MEM 65.914062 1627029785.2402
MEM 65.914062 1627029785.3406
MEM 65.914062 1627029785.4409
MEM 65.914062 1627029785.5413
MEM 65.914062 1627029785.6417
MEM 65.914062 1627029785.7421
MEM 65.914062 1627029785.8425
MEM 65.914062 1627029785.9428
MEM 65.914062 1627029786.0433
MEM 65.914062 1627029786.1436
MEM 65.914062 1627029786.2440
MEM 65.914062 1627029786.3444
MEM 65.914062 1627029786.4448
MEM 65.914062 1627029786.5451
MEM 65.914062 1627029786.6455
MEM 65.914062 1627029786.7460
MEM 65.914062 1627029786.8465
MEM 65.914062 1627029786.9469
MEM 65.914062 1627029787.0472
MEM 65.914062 1627029787.1476
MEM 65.914062 1627029787.2481
MEM 65.914062 1627029787.3485
MEM 65.914062 1627029787.4490
MEM 65.914062 1627029787.5493
MEM 65.914062 1627029787.6497
MEM 65.914062 1627029787.7501
MEM 65.914062 1627029787.8504
MEM 65.914062 1627029787.9508
MEM 65.914062 1627029788.0513
MEM 65.914062 1627029788.1516
MEM 65.914062 1627029788.2521
MEM 65.914062 1627029788.3525
MEM 65.914062 1627029788.4528
MEM 65.914062 1627029788.5532
MEM 65.914062 1627029788.6536
MEM 65.914062 1627029788.7539
MEM 65.914062 1627029788.8543
MEM 65.914062 1627029788.9547
MEM 65.914062 1627029789.0551
MEM 65.914062 1627029789.1554
MEM 65.914062 1627029789.2558
MEM 65.914062 1627029789.3562
MEM 65.914062 1627029789.4565
MEM 65.914062 1627029789.5569
MEM 65.914062 1627029789.6573
MEM 65.914062 1627029789.7577
MEM 65.914062 1627029789.8580
MEM 65.914062 1627029789.9584
MEM 65.914062 1627029790.0588
MEM 65.914062 1627029790.1591
MEM 65.914062 1627029790.2595
MEM 65.914062 1627029790.3599
MEM 65.914062 1627029790.4604
MEM 65.914062 1627029790.5609
MEM 65.914062 1627029790.6614
MEM 65.914062 1627029790.7619
MEM 65.914062 1627029790.8623
MEM 65.914062 1627029790.9626
MEM 65.914062 1627029791.0630
MEM 65.914062 1627029791.1635
MEM 65.914062 1627029791.2639
MEM 65.914062 1627029791.3642
MEM 65.914062 1627029791.4646
MEM 65.914062 1627029791.5650
MEM 65.914062 1627029791.6653
MEM 65.914062 1627029791.7657
MEM 65.914062 1627029791.8661
MEM 65.914062 1627029791.9665
MEM 65.914062 1627029792.0669
MEM 65.914062 1627029792.1674
MEM 65.914062 1627029792.2679
MEM 65.914062 1627029792.3683
MEM 65.914062 1627029792.4687
MEM 65.914062 1627029792.5690
MEM 65.914062 1627029792.6694
MEM 65.914062 1627029792.7698
MEM 65.914062 1627029792.8702
MEM 65.914062 1627029792.9706
MEM 65.914062 1627029793.0710
MEM 65.914062 1627029793.1714
MEM 65.914062 1627029793.2718
MEM 65.914062 1627029793.3721
MEM 65.914062 1627029793.4725
MEM 65.914062 1627029793.5729
MEM 65.914062 1627029793.6733
MEM 65.914062 1627029793.7737
MEM 65.914062 1627029793.8741
MEM 65.914062 1627029793.9745
MEM 65.914062 1627029794.0749
MEM 65.914062 1627029794.1753
MEM 65.914062 1627029794.2757
MEM 65.914062 1627029794.3760
MEM 65.914062 1627029794.4764
MEM 65.914062 1627029794.5768
MEM 65.914062 1627029794.6772
MEM 65.914062 1627029794.7776
MEM 65.914062 1627029794.8780
MEM 65.914062 1627029794.9783
MEM 65.914062 1627029795.0787
MEM 65.914062 1627029795.1791
MEM 65.914062 1627029795.2795
MEM 65.914062 1627029795.3799
MEM 65.914062 1627029795.4802
MEM 65.914062 1627029795.5806
MEM 65.914062 1627029795.6810
MEM 65.914062 1627029795.7814
MEM 65.914062 1627029795.8818
MEM 65.914062 1627029795.9821
MEM 65.914062 1627029796.0825
MEM 65.914062 1627029796.1829
MEM 65.914062 1627029796.2834
MEM 65.914062 1627029796.3838
MEM 65.914062 1627029796.4843
MEM 65.914062 1627029796.5847
MEM 65.914062 1627029796.6850
MEM 65.914062 1627029796.7854
MEM 65.914062 1627029796.8858
MEM 65.914062 1627029796.9862
MEM 65.914062 1627029797.0866
MEM 65.914062 1627029797.1871
MEM 65.914062 1627029797.2875
MEM 65.914062 1627029797.3879
MEM 65.914062 1627029797.4883
MEM 65.914062 1627029797.5888
MEM 65.914062 1627029797.6892
MEM 65.914062 1627029797.7897
MEM 65.914062 1627029797.8900
MEM 65.914062 1627029797.9904
MEM 65.914062 1627029798.0908
MEM 65.914062 1627029798.1911
MEM 65.914062 1627029798.2915
MEM 65.914062 1627029798.3919
MEM 65.914062 1627029798.4923
MEM 65.914062 1627029798.5927
MEM 65.914062 1627029798.6931
MEM 65.914062 1627029798.7935
MEM 65.914062 1627029798.8939
MEM 65.914062 1627029798.9942
MEM 65.914062 1627029799.0946
MEM 65.914062 1627029799.1950
MEM 65.914062 1627029799.2954
MEM 65.914062 1627029799.3958
MEM 65.914062 1627029799.4962
MEM 65.914062 1627029799.5966
MEM 65.914062 1627029799.6970
MEM 65.914062 1627029799.7974
MEM 65.914062 1627029799.8978
MEM 65.914062 1627029799.9981
MEM 65.914062 1627029800.0985
MEM 65.914062 1627029800.1990
MEM 65.914062 1627029800.2994
MEM 65.914062 1627029800.3998
MEM 65.914062 1627029800.5002
MEM 65.914062 1627029800.6006
MEM 65.914062 1627029800.7010
MEM 65.914062 1627029800.8014
MEM 65.914062 1627029800.9018
MEM 65.914062 1627029801.0021
MEM 65.914062 1627029801.1025
MEM 65.914062 1627029801.2030
MEM 65.914062 1627029801.3033
MEM 65.914062 1627029801.4038
MEM 65.914062 1627029801.5042
MEM 65.914062 1627029801.6046
MEM 65.914062 1627029801.7050
MEM 65.914062 1627029801.8054
MEM 65.914062 1627029801.9058
MEM 65.914062 1627029802.0062
MEM 65.914062 1627029802.1065
MEM 65.914062 1627029802.2070
MEM 65.914062 1627029802.3073
MEM 65.914062 1627029802.4077
MEM 65.914062 1627029802.5081
MEM 65.914062 1627029802.6084
MEM 65.914062 1627029802.7088
MEM 65.914062 1627029802.8092
MEM 65.914062 1627029802.9096
MEM 65.914062 1627029803.0101
MEM 65.914062 1627029803.1105
MEM 65.914062 1627029803.2108
MEM 65.914062 1627029803.3111
MEM 65.914062 1627029803.4115
MEM 65.914062 1627029803.5120
MEM 65.914062 1627029803.6124
MEM 65.914062 1627029803.7128
MEM 65.914062 1627029803.8132
MEM 65.914062 1627029803.9136
MEM 65.914062 1627029804.0139
MEM 65.914062 1627029804.1143
MEM 65.914062 1627029804.2147
MEM 65.914062 1627029804.3151
MEM 65.914062 1627029804.4155
MEM 65.914062 1627029804.5159
MEM 65.914062 1627029804.6163
MEM 65.914062 1627029804.7168
MEM 65.914062 1627029804.8172
MEM 65.914062 1627029804.9176
MEM 65.914062 1627029805.0179
MEM 65.914062 1627029805.1183
MEM 65.914062 1627029805.2187
MEM 65.914062 1627029805.3191
MEM 65.914062 1627029805.4194
MEM 65.914062 1627029805.5198
MEM 65.914062 1627029805.6202
MEM 65.914062 1627029805.7205
MEM 65.914062 1627029805.8209
MEM 65.914062 1627029805.9213
MEM 65.914062 1627029806.0216
MEM 65.914062 1627029806.1220
MEM 65.914062 1627029806.2224
MEM 65.914062 1627029806.3229
MEM 65.914062 1627029806.4233
MEM 65.914062 1627029806.5238
MEM 65.914062 1627029806.6241
MEM 65.914062 1627029806.7245
MEM 65.914062 1627029806.8249
MEM 65.914062 1627029806.9252
